run_id	label	request_index	sample_index	start_ns	end_ns	jct_s	status	http_code	json_path
1	asd-pure-sd	0	0	1785145062054982903	1785145066282437425	4.227455	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run1_asd-pure-sd_0.json
1	asd-pure-sd	1	1	1785145062055148975	1785145067187646306	5.132497	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run1_asd-pure-sd_1.json
1	asd-pure-sd	2	2	1785145062056759296	1785145066365465194	4.308706	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run1_asd-pure-sd_2.json
1	asd-pure-sd	3	3	1785145062056181810	1785145066195380133	4.139198	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run1_asd-pure-sd_3.json
2	asd-pure-sd	0	0	1785145070104293140	1785145074301069033	4.196776	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run2_asd-pure-sd_0.json
2	asd-pure-sd	1	1	1785145070104806169	1785145075382254206	5.277448	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run2_asd-pure-sd_1.json
2	asd-pure-sd	2	2	1785145070105380787	1785145074269457301	4.164077	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run2_asd-pure-sd_2.json
2	asd-pure-sd	3	3	1785145070105959647	1785145074238757441	4.132798	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run2_asd-pure-sd_3.json
3	asd-pure-sd	0	0	1785145078302780160	1785145082174628183	3.871848	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run3_asd-pure-sd_0.json
3	asd-pure-sd	1	1	1785145078303085972	1785145083227629498	4.924544	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run3_asd-pure-sd_1.json
3	asd-pure-sd	2	2	1785145078303634092	1785145082145860322	3.842226	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run3_asd-pure-sd_2.json
3	asd-pure-sd	3	3	1785145078305344745	1785145082115321728	3.809977	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run3_asd-pure-sd_3.json
4	asd-pure-sd	0	0	1785145086232376305	1785145090382539080	4.150163	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run4_asd-pure-sd_0.json
4	asd-pure-sd	1	1	1785145086234015881	1785145091470833778	5.236818	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run4_asd-pure-sd_1.json
4	asd-pure-sd	2	2	1785145086234749609	1785145090352958921	4.118209	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run4_asd-pure-sd_2.json
4	asd-pure-sd	3	3	1785145086234128150	1785145090322311910	4.088184	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run4_asd-pure-sd_3.json
5	asd-pure-sd	0	0	1785145094432382397	1785145098331505574	3.899123	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run5_asd-pure-sd_0.json
5	asd-pure-sd	1	1	1785145094432831805	1785145098357808592	3.924977	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run5_asd-pure-sd_1.json
5	asd-pure-sd	2	2	1785145094433775756	1785145098302582788	3.868807	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run5_asd-pure-sd_2.json
5	asd-pure-sd	3	3	1785145094434573722	1785145098273173968	3.838600	0	200	/home/user/vllm/logs/speed_test/sglang/asd-pure-sd_b4_speed_tp2/run5_asd-pure-sd_3.json
