run_id	label	batch_size	ok_count	failed_count	batch_wall_s	avg_jct_s	min_jct_s	p50_jct_s	p90_jct_s	p95_jct_s	max_jct_s	throughput_jobs_per_s
1	sglang-purenonsd	4	4	0	7.622402	6.207821	5.099374	5.709251	7.622402	7.622402	7.622402	0.524769
2	sglang-purenonsd	4	4	0	7.525917	6.090424	4.928911	5.607912	7.525719	7.525719	7.525719	0.531497
3	sglang-purenonsd	4	4	0	7.407645	6.037440	4.902720	5.570618	7.407044	7.407044	7.407044	0.539983
4	sglang-purenonsd	4	4	0	7.408334	6.037969	4.903043	5.573635	7.407774	7.407774	7.407774	0.539932
5	sglang-purenonsd	4	4	0	7.488580	6.053564	4.895923	5.569019	7.488580	7.488580	7.488580	0.534147
