run_id	label	batch_size	ok_count	failed_count	batch_wall_s	avg_jct_s	min_jct_s	p50_jct_s	p90_jct_s	p95_jct_s	max_jct_s	throughput_jobs_per_s
1	sglang-purenonsd	8	8	0	9.316126	6.077958	4.096296	5.252688	9.311055	9.311055	9.311055	0.858726
2	sglang-purenonsd	8	8	0	9.330611	6.089296	4.103690	5.263854	9.327129	9.327129	9.327129	0.857393
3	sglang-purenonsd	8	8	0	9.365360	6.123240	4.131949	5.298857	9.363531	9.363531	9.363531	0.854212
4	sglang-purenonsd	8	8	0	9.330478	6.101927	4.104880	5.265605	9.325266	9.325266	9.325266	0.857405
5	sglang-purenonsd	8	8	0	9.306458	6.066954	4.081530	5.241493	9.301320	9.301320	9.301320	0.859618
