run_id	label	batch_size	ok_count	failed_count	batch_wall_s	avg_jct_s	min_jct_s	p50_jct_s	p90_jct_s	p95_jct_s	max_jct_s	throughput_jobs_per_s
1	sglang-purenonsd	16	16	0	10.147824	6.705888	4.617134	5.837767	9.212028	10.146194	10.146194	1.576693
2	sglang-purenonsd	16	16	0	10.139444	6.694301	4.613740	5.782844	9.197424	10.137450	10.137450	1.577996
3	sglang-purenonsd	16	16	0	10.092993	6.648049	4.574092	5.733625	9.151906	10.090797	10.090797	1.585258
4	sglang-purenonsd	16	16	0	9.142190	6.570427	4.588264	5.804397	8.869416	9.134396	9.134396	1.750128
5	sglang-purenonsd	16	16	0	10.097375	6.653604	4.571200	5.781954	9.155976	10.095677	10.095677	1.584570
