label	num_runs	batch_size	total_ok	total_failed	mean_batch_wall_s	mean_avg_jct_s	mean_p50_jct_s	mean_p90_jct_s	mean_p95_jct_s	mean_throughput_jobs_per_s	pooled_avg_jct_s	overall_throughput_jobs_per_s
asd-pure-sd	5	32	160	0	13.194865	9.978750	9.513741	12.546416	12.941224	2.425614	9.978750	2.425186
