run_id	label	batch_size	ok_count	failed_count	batch_wall_s	avg_jct_s	min_jct_s	p50_jct_s	p90_jct_s	p95_jct_s	max_jct_s	throughput_jobs_per_s
1	asd-nonsd	128	128	0	27.477664	17.374035	7.694198	17.325758	25.327705	26.434172	27.409075	4.658329
2	asd-nonsd	128	128	0	26.657211	16.519617	6.244014	15.698667	23.752879	24.926549	26.614556	4.801703
3	asd-nonsd	128	128	0	27.173611	17.156878	7.268346	16.861972	25.112023	26.033372	27.102129	4.710452
4	asd-nonsd	128	128	0	27.542324	17.537000	7.835560	17.274349	24.785795	26.406861	27.469972	4.647393
5	asd-nonsd	128	128	0	26.834916	16.816040	7.140686	16.451178	24.606254	25.728818	26.794844	4.769905
