run_id	label	batch_size	ok_count	failed_count	batch_wall_s	avg_jct_s	min_jct_s	p50_jct_s	p90_jct_s	p95_jct_s	max_jct_s	throughput_jobs_per_s
1	specsys-sglang-nonsd	16	16	0	10.208962	6.927587	4.643047	5.953682	10.205544	10.206495	10.206495	1.567250
2	specsys-sglang-nonsd	16	16	0	10.183593	6.902140	4.618808	5.927032	10.179451	10.180683	10.180683	1.571155
3	specsys-sglang-nonsd	16	16	0	10.190574	6.897406	4.625083	5.941176	10.187135	10.188219	10.188219	1.570078
4	specsys-sglang-nonsd	16	16	0	10.185553	6.887514	4.614362	5.924820	10.181195	10.183735	10.183735	1.570852
5	specsys-sglang-nonsd	16	16	0	10.187551	6.905096	4.621348	5.932331	10.180161	10.183227	10.183227	1.570544
