label	num_runs	batch_size	total_ok	total_failed	mean_batch_wall_s	mean_avg_jct_s	mean_p50_jct_s	mean_p90_jct_s	mean_p95_jct_s	mean_throughput_jobs_per_s	pooled_avg_jct_s	overall_throughput_jobs_per_s
specsys-sglang-nonsd	5	64	320	0	15.034460	10.766173	10.794262	14.346711	15.010298	4.258701	10.766173	4.256887
