run_id	label	batch_size	ok_count	failed_count	batch_wall_s	avg_jct_s	min_jct_s	p50_jct_s	p90_jct_s	p95_jct_s	max_jct_s	throughput_jobs_per_s
1	specsys-sglang-nonsd	4	4	0	7.651109	6.268655	5.163890	5.749417	7.650571	7.650571	7.650571	0.522800
2	specsys-sglang-nonsd	4	4	0	7.460703	6.106001	4.984929	5.640581	7.459006	7.459006	7.459006	0.536143
3	specsys-sglang-nonsd	4	4	0	7.425106	6.071917	4.949617	5.607271	7.425106	7.425106	7.425106	0.538713
4	specsys-sglang-nonsd	4	4	0	7.411352	6.056249	4.931841	5.592970	7.410954	7.410954	7.410954	0.539713
5	specsys-sglang-nonsd	4	4	0	7.365455	6.011045	4.887502	5.545936	7.364900	7.364900	7.364900	0.543076
