run_id	label	batch_size	ok_count	failed_count	batch_wall_s	avg_jct_s	min_jct_s	p50_jct_s	p90_jct_s	p95_jct_s	max_jct_s	throughput_jobs_per_s
1	sglang-nonsd	128	128	0	28.129560	17.945324	7.669522	17.690164	23.064363	25.949417	28.059841	4.550373
2	sglang-nonsd	128	128	0	27.158910	17.426223	7.448253	17.023408	24.444754	25.783165	27.086450	4.713002
3	sglang-nonsd	128	128	0	27.152017	17.396845	7.505829	17.040526	24.232339	25.749297	27.084982	4.714199
4	sglang-nonsd	128	128	0	26.810740	17.069668	6.719051	16.471536	24.489433	25.224416	26.767865	4.774206
5	sglang-nonsd	128	128	0	26.995287	17.114910	6.769949	16.564717	22.958457	25.255279	26.956467	4.741568
