run_id	label	batch_size	ok_count	failed_count	batch_wall_s	avg_jct_s	min_jct_s	p50_jct_s	p90_jct_s	p95_jct_s	max_jct_s	throughput_jobs_per_s
1	asd-pure-nonsd	4	4	0	7.385414	6.020471	4.894735	5.555753	7.385051	7.385051	7.385051	0.541608
2	asd-pure-nonsd	4	4	0	7.465268	6.034707	4.883805	5.547720	7.465071	7.465071	7.465071	0.535815
3	asd-pure-nonsd	4	4	0	7.468823	6.037170	4.883335	5.552681	7.468343	7.468343	7.468343	0.535560
4	asd-pure-nonsd	4	4	0	7.494756	6.062485	4.907793	5.575428	7.494616	7.494616	7.494616	0.533706
5	asd-pure-nonsd	4	4	0	7.334370	5.964664	4.836316	5.496258	7.333700	7.333700	7.333700	0.545377
