label	num_runs	batch_size	total_ok	total_failed	mean_batch_wall_s	mean_avg_jct_s	mean_p50_jct_s	mean_p90_jct_s	mean_p95_jct_s	mean_throughput_jobs_per_s	pooled_avg_jct_s	overall_throughput_jobs_per_s
sglang-purenonsd	5	32	160	0	12.576207	8.931097	8.711738	11.602811	12.569192	2.545219	8.931097	2.544487
