label	num_runs	batch_size	total_ok	total_failed	mean_batch_wall_s	mean_avg_jct_s	mean_p50_jct_s	mean_p90_jct_s	mean_p95_jct_s	mean_throughput_jobs_per_s	pooled_avg_jct_s	overall_throughput_jobs_per_s
asd-nonsd	5	64	320	0	18.605398	13.696485	13.660072	18.238223	18.585734	3.441909	13.696486	3.439862
